cik,accession_number,filing_date,form,filing_url
0001090872,0001090872-15-000039,2015-09-02,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087215000039/a-07312015x10q.htm
0001090872,0001090872-15-000032,2015-06-05,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000109087215000032/a-04302015x10q.htm
0001090872,0001628280-15-001631,2015-03-10,10-Q,https://www.sec.gov/Archives/edgar/data/0001090872/000162828015001631/a-01312015x10q.htm
0001326801,0001326801-24-000081,2024-10-31,10-Q,https://www.sec.gov/Archives/edgar/data/0001326801/000132680124000081/meta-20240930.htm
0001326801,0001326801-24-000069,2024-08-01,10-Q,https://www.sec.gov/Archives/edgar/data/0001326801/000132680124000069/meta-20240630.htm
0001326801,0001326801-24-000049,2024-04-25,10-Q,https://www.sec.gov/Archives/edgar/data/0001326801/000132680124000049/meta-20240331.htm
0001326801,0001326801-23-000103,2023-10-26,10-Q,https://www.sec.gov/Archives/edgar/data/0001326801/000132680123000103/meta-20230930.htm
0001326801,0001326801-23-000093,2023-07-27,10-Q,https://www.sec.gov/Archives/edgar/data/0001326801/000132680123000093/meta-20230630.htm
0001652044,0001652044-24-000118,2024-10-30,10-Q,https://www.sec.gov/Archives/edgar/data/0001652044/000165204424000118/goog-20240930.htm
0001652044,0001652044-24-000079,2024-07-24,10-Q,https://www.sec.gov/Archives/edgar/data/0001652044/000165204424000079/goog-20240630.htm
0001652044,0001652044-24-000053,2024-04-26,10-Q,https://www.sec.gov/Archives/edgar/data/0001652044/000165204424000053/goog-20240331.htm
0001652044,0001652044-23-000094,2023-10-25,10-Q,https://www.sec.gov/Archives/edgar/data/0001652044/000165204423000094/goog-20230930.htm
0001652044,0001652044-23-000070,2023-07-26,10-Q,https://www.sec.gov/Archives/edgar/data/0001652044/000165204423000070/goog-20230630.htm
0001652044,0001652044-23-000045,2023-04-26,10-Q,https://www.sec.gov/Archives/edgar/data/0001652044/000165204423000045/goog-20230331.htm
0001652044,0001652044-22-000090,2022-10-26,10-Q,https://www.sec.gov/Archives/edgar/data/0001652044/000165204422000090/goog-20220930.htm
0001652044,0001652044-22-000071,2022-07-27,10-Q,https://www.sec.gov/Archives/edgar/data/0001652044/000165204422000071/goog-20220630.htm
0001652044,0001652044-22-000029,2022-04-27,10-Q,https://www.sec.gov/Archives/edgar/data/0001652044/000165204422000029/goog-20220331.htm
0001652044,0001652044-21-000057,2021-10-27,10-Q,https://www.sec.gov/Archives/edgar/data/0001652044/000165204421000057/goog-20210930.htm
